Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
12.09,2006,barr,06barrreph708,reph,naves,15-Jun-06,166,71.24346,-156.53905,brw6,in,c12,06-Jul-06,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,5-Jul-06,186,5-Jul-06,186,13-Jun-06,164,16-Jun-06,5-Jul-06,186,lay,lay,hatched,,0,0,0,0,4,0,0,,0,0,4,0,,,,,,"Nest book said hatched, but infrequently monitored.  Both egg bits and egg fragments found.  Likely hatched",in,0
16.02,2006,barr,06barrrnph150,rnph,coutsoubos/morgan,15-Jun-06,166,71.24119,-156.5596,brw6a,out,,06-Jul-06,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,21-Jun-06,172,25-Jun-06,176,13-Jun-06,164,16-Jun-06,,,lay,lay,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
10.12,2006,barr,06barrrnph270,rnph,lebouard,26-Jun-06,177,71.26115,-156.52339,brw5,in,i4,17-Jul-06,198,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,14-Jul-06,195,14-Jul-06,195,24-Jun-06,175,27-Jun-06,14-Jul-06,195,lay,lay,hatched,,,0,0,0,0,0,0,,0,0,4,0,,,,,,,in,0
3.14,2007,barr,07barrpesa226,pesa,d.taylor,18-Jun-07,169,71.29037,-156.64589,brw2,in,l10,11-Jul-07,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,23-Jun-07,174,5-Jul-07,186,16-Jun-07,167,19-Jun-07,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
10.25,2007,barr,07barrreph015,reph,lanctot,02-Jul-07,183,71.24791,-156.58133,brw8,in,e4,23-Jul-07,204,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jul-07,192,15-Jul-07,196,30-Jun-07,181,3-Jul-07,,,lay,lay,failed,abandoned,0,0,0,0,0,0,4,,4,0,0,0,,,,,,"eggs not collected, all contained ~2cm long embryos;  ",in,0
6.04,2007,barr,07barrreph104,reph,rankin,13-Jun-07,164,71.26118,-156.51398,brw5,in,i11,04-Jul-07,185,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,2-Jul-07,183,3-Jul-07,184,11-Jun-07,162,14-Jun-07,,,lay,lay,failed,abandoned,0,0,0,0,4,0,4,,4,0,0,0,,,,,,"all 4 eggs had partially developed embryos, not collected;  ",in,0
6.26,2007,barr,07barrreph138,reph,rankin,25-Jun-07,176,71.26009,-156.52075,brw5,in,k6,16-Jul-07,197,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,7-Jul-07,188,7-Jul-07,188,23-Jun-07,174,26-Jun-07,,,lay,lay,failed,observer,0,4,0,0,0,0,0,,0,0,0,0,,,,,,"trampled by researcher on 7jul, all eggs destroyed; Stepped on nest destroyed all eggs; ; ",in,0
1.2,2007,barr,07barrreph540,reph,choi,27-Jun-07,178,71.29923,-156.63029,brw1,in,g10,18-Jul-07,199,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jul-07,197,17-Jul-07,198,25-Jun-07,176,28-Jun-07,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,"eggs gone 1 day before est hatch, nest scattered, blood and yolk on egg fragments;  ",in,0
1.01,2007,barr,07barrrnph505,rnph,choi,13-Jun-07,164,71.29627,-156.62903,brw1,in,k5,04-Jul-07,185,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,5-Jul-07,186,5-Jul-07,186,11-Jun-07,162,14-Jun-07,5-Jul-07,186,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,,,,,,"chicks not seen, evidence in nest indicates hatch;  ",in,0
2.22,2008,barr,08barramgp128,amgp,phsu,19-Jun-08,171,71.29434,-156.65922,brw2,out,w of d1,16-Jul-08,198,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,29-Jun-08,181,5-Jul-08,187,17-Jun-08,169,20-Jun-08,,,lay,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
6.16,2008,barr,08barramgp325,amgp,ganx,20-Jun-08,172,71.26369,-156.5229,brw5,in,c9,17-Jul-08,199,single,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,26-Jun-08,178,30-Jun-08,182,19-Jun-08,171,21-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,3,0,,0,0,0,0,,,,,,no clutch completion confirmed; Assumed a 3 egg clutch to calculate incubation and estimated hatch date.; ; ,in,0
2.07,2008,barr,08barrdunl204,dunl,dpavlik,11-Jun-08,163,71.29218,-156.65851,brw2,in,h1,03-Jul-08,185,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,12-Jun-08,164,16-Jun-08,168,9-Jun-08,161,12-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
,2008,barr,08barrdunl401a,dunl,rgates,10-Jun-08,162,71.25639,-156.76431,brw9,out,fwl4,29-Jun-08,181,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-08,168,16-Jun-08,168,8-Jun-08,160,11-Jun-08,,,lay,lay,failed,abandoned,0,0,0,4,0,0,4,,4,NA,0,0,,,,,,,out,
7.02,2008,barr,08barrlbdo246,lbdo,dpavlik,27-Jun-08,179,71.26047,-156.52202,brw5,in,j4,19-Jul-08,201,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,29-Jun-08,181,3-Jul-08,185,25-Jun-08,177,28-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
8.15,2008,barr,08barrlbdo315,lbdo,ganx,18-Jun-08,170,71.24324,-156.53935,brw6,in,c12,10-Jul-08,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,6-Jul-08,188,8-Jul-08,190,17-Jun-08,169,19-Jun-08,,,lay,lay,failed,abandoned,0,0,0,1,0,0,2,,2,0,0,0,,,,,,,in,0
1.2,2008,barr,08barrlbdo516,lbdo,jchoi,26-Jun-08,178,71.29406,-156.63162,brw1,out,s of m1,18-Jul-08,200,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,1-Jul-08,183,1-Jul-08,183,24-Jun-08,176,27-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
8.21,2008,barr,08barrpesa121,pesa,phsu,19-Jun-08,171,71.24103,-156.54079,brw6,in,h11,12-Jul-08,194,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,3-Jul-08,185,7-Jul-08,189,17-Jun-08,169,20-Jun-08,,,lay,lay,failed,predation,f,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
8.24,2008,barr,08barrreph232,reph,dpavlik,20-Jun-08,172,71.24056,-156.53938,brw6,in,i12,11-Jul-08,193,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,27-Jun-08,179,3-Jul-08,185,18-Jun-08,170,21-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
1.03,2008,barr,08barrreph309,reph,ganx,16-Jun-08,168,71.29799,-156.64512,brw1,out,n of a11,07-Jul-08,189,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-08,178,2-Jul-08,184,14-Jun-08,166,17-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,1 egg broken outside,out,
8.17,2008,barr,08barrreph317,reph,ganx,18-Jun-08,170,71.24355,-156.54582,brw6,in,c7,09-Jul-08,191,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,27-Jun-08,179,3-Jul-08,185,16-Jun-08,168,19-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
11.22,2008,barr,08barrrnph147,rnph,phsu,25-Jun-08,177,71.24664,-156.57889,brw8,in,h6,16-Jul-08,198,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,13-Jul-08,195,13-Jul-08,195,23-Jun-08,175,26-Jun-08,13-Jul-08,195,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,3,3,,,,,,,in,0
4.02,2009,barr,09barramgp501,amgp,cgovernali,07-Jun-09,158,71.29359,-156.64609,brw2,in,e9,04-Jul-09,185,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,13-Jun-09,164,17-Jun-09,168,5-Jun-09,156,8-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
1.1,2009,barr,09barramgp547,amgp,cgovernali,18-Jun-09,169,71.29865,-156.63459,brw1,in,e7,15-Jul-09,196,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,24-Jun-09,175,28-Jun-09,179,16-Jun-09,167,19-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
13.02,2009,barr,09barramgp903,amgp,ekistler,09-Jun-09,160,71.24147,-156.53835,brw6,out,g12,06-Jul-09,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,10-Jun-09,,14-Jun-09,165,18-Jun-09,169,7-Jun-09,158,10-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
22.14,2009,barr,09barrdunl059,dunl,pmickelson,16-Jun-09,167,71.26557,-156.75808,brwfwl,out,fwln,07-Jul-09,188,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,16-Jun-09,0,18-Jun-09,169,6-Jul-09,187,14-Jun-09,165,17-Jun-09,,,float,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
22.2,2009,barr,09barrdunl065,dunl,pmickelson,16-Jun-09,167,71.26667,-156.77419,brwfwl,out,fwln,07-Jul-09,188,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,18-Jun-09,169,5-Jul-09,186,14-Jun-09,165,17-Jun-09,,,float,inc,failed,unknown,0,0,0,,0,,0,,0,NA,,0,,,,,,,out,
20.09,2009,barr,09barrdunl308,dunl,nburrell,10-Jun-09,161,71.25867,-156.84385,brwfwl,out,fwlk,01-Jul-09,182,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jun-09,162,15-Jun-09,166,8-Jun-09,159,11-Jun-09,,,lay,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
7.03,2009,barr,09barrdunl504,dunl,cgovernali,09-Jun-09,160,71.2671,-156.52546,brw3,in,l9,01-Jul-09,182,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,14-Jun-09,165,14-Jun-09,165,7-Jun-09,158,10-Jun-09,,,lay,lay,failed,observer,0,4,0,0,0,0,0,,0,0,0,0,,,,,,All eggs fused together after being smashed…perhaps stepped on by human??; Eggs most likely stepped on by humans; ; ,in,0
16.25,2009,barr,09barrdunl542,dunl,cgovernali,17-Jun-09,168,71.24785,-156.58703,brw8,out,W f1,09-Jul-09,190,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,18-Jun-09,169,22-Jun-09,173,15-Jun-09,166,18-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
21.07,2009,barr,09barrdunl606,dunl,bhill,10-Jun-09,161,71.27419,-156.76079,brwfwl,out,fwln,11-Jul-09,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jun-09,162,17-Jun-09,168,8-Jun-09,159,11-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,0,0,,,,,,,out,
16.22,2009,barr,09barrlbdo716,lbdo,fchevreux,14-Jun-09,165,71.24674,-156.573,brw8,in,a10,06-Jul-09,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,17-Jun-09,168,20-Jun-09,171,12-Jun-09,163,15-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
13.03,2009,barr,09barrlbdo904,lbdo,ekistler,09-Jun-09,160,71.24145,-156.54268,brw6,in,g10,01-Jul-09,182,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,22-Jun-09,173,28-Jun-09,179,7-Jun-09,158,10-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,egg found 1/2m from nest w/ egg broken in = avian;  ,in,0
5.12,2009,barr,09barrpesa458,pesa,cgovernali,30-Jun-09,181,71.29346,-156.63901,brw2,out,e of e13,22-Jul-09,203,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,23-Jul-09,204,23-Jul-09,204,29-Jun-09,180,2-Jul-09,23-Jul-09,204,lay,lay,hatched,,0,0,0,0,0,0,0,,0,NA,4,4,,,,,,"Originally egg volume nest, went to remove flag - chicks there so banded them",out,
16.06,2009,barr,09barrreph511,reph,cgovernali,10-Jun-09,161,71.24533,-156.57827,brw8,in,k7,01-Jul-09,182,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,20-Jun-09,171,24-Jun-09,175,8-Jun-09,159,11-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
10.08,2009,barr,09barrreph520,reph,cgovernali,12-Jun-09,163,71.26385,-156.52372,brw5,in,c9,03-Jul-09,184,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,14-Jun-09,165,18-Jun-09,169,10-Jun-09,161,13-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,all eggs gone;  ,in,0
7.05,2009,barr,09barrreph521,reph,cgovernali,12-Jun-09,163,71.271,-156.53772,brw3,in,b1,03-Jul-09,184,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-09,177,28-Jun-09,179,10-Jun-09,161,13-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
10.04,2009,barr,09barrsesa703,sesa,fchevreux,10-Jun-09,161,71.26209,-156.51173,brw5,in,g12,01-Jul-09,182,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jun-09,162,16-Jun-09,167,8-Jun-09,159,11-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,out,0
10.11,2009,barr,09barrwesa925,wesa,ekistler,14-Jun-09,165,71.26146,-156.52678,brw5,in,h1,06-Jul-09,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,22-Jun-09,173,26-Jun-09,177,12-Jun-09,163,15-Jun-09,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,,,,,,,in,0
11.65,2010,barr,10barrlbdo220,lbdo,rdugan,25-Jun-10,176,71.24584,-156.57133,brw8,in,j11,17-Jul-10,198,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,5-Jul-10,186,5-Jul-10,186,23-Jun-10,174,26-Jun-10,,,lay,lay,failed,observer,0,0,0,0,0,2,2,,2,0,0,0,,,,,,adult found dead 2 feet from nest; Later confirmed shot on nest during taxidermy mount via C. Dau; ; ,in,0
3.39,2010,barr,10barrlbdo224,lbdo,rdugan,27-Jun-10,178,71.29396,-156.65398,brw2,in,d4,19-Jul-10,200,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,8-Jul-10,189,13-Jul-10,194,25-Jun-10,176,28-Jun-10,,,lay,lay,failed,predation,0,0,1,0,1,3,1,,1,0,0,0,,,,,,,in,0
11.43,2010,barr,10barrreph002,reph,rlanctot,22-Jun-10,173,71.24984,-156.56931,brw8,in,a12,13-Jul-10,194,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,3-Jul-10,184,8-Jul-10,189,20-Jun-10,171,23-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,1,3,,3,0,0,0,,,,,,,in,0
11.45,2011,barr,11barrlbdo178,lbdo,jcunningham,26-Jun-11,177,71.2622,-156.52391,brw5,in,f8,18-Jul-11,199,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,12-Jul-11,193,14-Jul-11,195,24-Jun-11,175,27-Jun-11,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,hcp<0.5,u3,5,,,,in,0
9.03,2011,barr,11barrpesa121,pesa,jcunningham,15-Jun-11,166,71.26837,-156.53078,brw3,in,h5,08-Jul-11,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,8-Jul-11,189,8-Jul-11,189,13-Jun-11,164,16-Jun-11,8-Jul-11,189,lay,lay,hatched,,0,0,0,0,0,2,0,,0,0,2,0,hcp<0.5,u3,5,,,"chicks not seen, assume 2 hatched;  ",in,0
9.65,2011,barr,11barrpesa431,pesa,abankert,23-Jun-11,174,71.26921,-156.53464,brw3,in,f3,16-Jul-11,197,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,15-Jul-11,196,15-Jul-11,196,21-Jun-11,172,24-Jun-11,15-Jul-11,196,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,u3,40,,,,in,0
10.35,2011,barr,11barrreph135,reph,jcunningham,19-Jun-11,170,71.26367,-156.53153,brw5,in,c3,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,21-Jun-11,172,22-Jun-11,173,17-Jun-11,168,20-Jun-11,,,lay,lay,failed,abandoned,0,0,0,0,0,0,4,,4,0,0,0,lcp<0.5,m2,30,,,,in,0
11.07,2011,barr,11barrreph153,reph,jcunningham,22-Jun-11,173,71.26017,-156.51677,brw5,in,k8,13-Jul-11,194,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,12-Jul-11,193,12-Jul-11,193,20-Jun-11,171,23-Jun-11,12-Jul-11,193,lay,lay,hatched,,0,0,0,0,1,1,0,,0,0,2,2,lcp<0.5,m2,60,,,,in,0
9.19,2011,barr,11barrreph314,reph,jzamudio,20-Jun-11,171,71.26872,-156.52832,brw3,in,h7,11-Jul-11,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,9-Jul-11,190,9-Jul-11,190,18-Jun-11,169,21-Jun-11,9-Jul-11,190,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,hcp<0.5,u3,10,,,"in eider exclusion zone, did not band chicks;  ",in,0
17.23,2011,barr,11barrreph318,reph,jzamudio,22-Jun-11,173,71.24836,-156.584,brw8,in,e2,13-Jul-11,194,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jul-11,192,11-Jul-11,192,20-Jun-11,171,23-Jun-11,11-Jul-11,192,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp<0.5,u4,90,,,,in,0
9.61,2011,barr,11barrreph429,reph,abankert,23-Jun-11,174,71.26766,-156.53069,brw3,in,j5,14-Jul-11,195,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,6-Jul-11,187,10-Jul-11,191,21-Jun-11,172,24-Jun-11,,,lay,lay,failed,abandoned,0,0,0,0,0,0,4,,4,0,0,0,hcp<0.5,u3,20,,,,in,0
11.25,2011,barr,11barrreph439,reph,abankert,23-Jun-11,174,71.26206,-156.52696,brw5,in,g1,14-Jul-11,195,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,10-Jul-11,191,10-Jul-11,191,22-Jun-11,173,24-Jun-11,,,lay,lay,unknown,,0,0,0,0,0,0,0,,0,3,0,0,hcp>0.5,u3,40,,,"flattened and widened, but no other info; Eggs gone within 2 days of estimated hatch date, only evidence is flattened and widened nest; ; ",in,0
16.27,2011,barr,11barrreph510,reph,pherzog,15-Jun-11,166,71.2468,-156.57472,brw8,in,h9,06-Jul-11,187,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,4-Jul-11,185,4-Jul-11,185,13-Jun-11,164,16-Jun-11,4-Jul-11,185,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp>0.5,u4,20,,,,in,0
5.11,2011,barr,11barrsesa481,sesa,abankert,01-Jul-11,182,71.29344,-156.64949,brw2,in,e7,,NA,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,1,0,,,1-Jul-11,182,1-Jul-11,182,8-Jun-11,159,11-Jun-11,1-Jul-11,182,hatch,hatch,hatched,,0,0,0,0,0,0,0,,0,0,1,0,hcp>0.5,b1,10,,,"nest found with 1 chick; assume 4 hatch, although unknown; Found at hatch. Assumed 4 egg clutch to calculate initiation date.  Found with 1 chick.; ; ",in,0
5.53,2012,barr,12barrreph442,reph,bverheijen,18-Jun-12,170,71.26117,-156.51472,brw5,in,i10,09-Jul-12,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,6-Jul-12,188,6-Jul-12,188,16-Jun-12,168,19-Jun-12,6-Jul-12,188,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp>0.5,u4,25,,,,in,0
1.33,2012,barr,12barrreph450,reph,bverheijen,20-Jun-12,172,71.30022,-156.63909,brw1,in,a9,11-Jul-12,193,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,9-Jul-12,191,9-Jul-12,191,19-Jun-12,171,21-Jun-12,9-Jul-12,191,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,2,2,lcp<0.5,u4,50,,,,in,0
3.13,2012,barr,12barrreph527,reph,pherzog,13-Jun-12,165,71.26978,-156.52727,brw3,in,f8,04-Jul-12,186,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,2-Jul-12,184,2-Jul-12,184,11-Jun-12,163,14-Jun-12,2-Jul-12,184,lay,lay,hatched,,0,0,0,0,0,0,0,,0,0,4,0,hcp<0.5,m4,20,,,,in,0
15.51,2012,barr,12barrreph704,reph,ssaalfeld,27-Jun-12,179,71.24861,-156.57271,brw8,in,c10,,NA,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,27-Jun-12,179,27-Jun-12,179,4-Jun-12,156,7-Jun-12,27-Jun-12,179,hatch,hatch,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp<0.5,u4,15,,,,in,0
14.35,2012,barr,12barrwesa228,wesa,bhill,25-Jun-12,177,71.29106,-156.64629,brw2,in,j9,17-Jul-12,199,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-12,178,1-Jul-12,183,23-Jun-12,175,26-Jun-12,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,hcp>0.5,u3,10,,,,in,0
,2013,barr,13barrdunl059,dunl,pherzog,13-Jun-13,164,71.28144,-156.57765,brw0,in,k6,05-Jul-13,186,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,14-Jun-13,165,19-Jun-13,170,11-Jun-13,162,14-Jun-13,,,lay,lay,failed,predation,0,0,0,0,,4,0,,0,0,0,0,hcp>0.5,u2,20,,,,out,0
,2013,barr,13barrlbdo117,lbdo,kgrond,13-Jun-13,164,71.29034,-156.65833,brw2,in,l1,,NA,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,14-Jun-13,165,16-Jun-13,167,12-Jun-13,163,,,,lay,lay,failed,predation,0,0,0,0,,3,0,,0,0,0,0,lcp<0.5,u1,60,,,,in,0
,2013,barr,13barrlbdo376,lbdo,amould,26-Jun-13,177,71.24718,-156.57402,brw8,in,g9,18-Jul-13,199,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,27-Jun-13,3,7-Jul-13,188,10-Jul-13,191,24-Jun-13,175,27-Jun-13,,,lay,lay,failed,predation,0,0,0,0,,4,0,,0,0,0,0,lcp<0.5,m4,30,,,,in,0
,2013,barr,13barrreph077,reph,lrensel,18-Jun-13,169,71.24795,-156.58276,brw8,in,e3,09-Jul-13,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,9-Jul-13,190,9-Jul-13,190,16-Jun-13,167,19-Jun-13,9-Jul-13,190,lay,lay,hatched,,0,0,2,0,0,0,0,,0,0,2,0,lcp<0.5,m2,20,,,"11 jul: 2 chicks found dead, collected.  Eggs incubated until collection on 15 jul.;  ",in,0
,2013,barr,13barrreph232,reph,pherzog,20-Jun-13,171,71.28466,-156.57544,brw0,in,f10,11-Jul-13,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-13,177,1-Jul-13,182,18-Jun-13,169,21-Jun-13,,,lay,lay,failed,predation,0,0,0,0,,4,0,,0,0,0,0,lcp<0.5,m1,10,,,,out,0
,2013,barr,13barrreph253,reph,pherzog,23-Jun-13,174,71.26192,-156.51833,brw5,in,g7,14-Jul-13,195,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,24-Jun-13,4,9-Jul-13,190,9-Jul-13,190,22-Jun-13,173,24-Jun-13,9-Jul-13,190,lay,lay,hatched,,0,0,0,0,,0,0,,0,0,3,0,lcp<0.5,m4,15,,,,in,0
,2013,barr,13barrsesa129,sesa,pherzog,12-Jun-13,163,71.26992,-156.52994,brw3,in,e6,03-Jul-13,184,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,13-Jun-13,164,18-Jun-13,169,10-Jun-13,161,13-Jun-13,,,lay,lay,failed,predation,0,1,0,0,,3,0,,0,0,0,0,mixed hcp/lcp,u3,60,,,,in,0
,2013,barr,13barrsesa167,sesa,dkesler,21-Jun-13,172,71.26763,-156.52481,brw3,in,k9,12-Jul-13,193,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,28-Jun-13,179,3-Jul-13,184,19-Jun-13,170,22-Jun-13,,,lay,lay,failed,predation,0,0,0,0,,4,0,,0,0,0,0,lcp>0.5,u4,70,,,,in,0
,2013,barr,13barrsesa301,sesa,fstetler,27-Jun-13,178,71.26822,-156.52212,brw3,in,i11,18-Jul-13,199,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,28-Jun-13,2,3-Jul-13,184,8-Jul-13,189,26-Jun-13,177,28-Jun-13,,,lay,lay,failed,predation,0,0,0,0,,3,0,,0,0,0,0,mixed hcp/lcp,u4,90,,,,in,0
,2013,barr,13barrsesa339,sesa,lrensel,24-Jun-13,175,71.26519,-156.52867,brw5,out,a6,15-Jul-13,196,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,12-Jul-13,193,12-Jul-13,193,22-Jun-13,173,25-Jun-13,,,lay,lay,undetermined,,0,0,0,0,,0,0,0,0,NA,0,0,,,,,,Stopped monitoring; off plot,out,
