Original_band,Year,Sex,Sex_method
224122940,2005,u,undocumented
224122941,2005,u,undocumented
224122942,2005,u,undocumented
224122943,2005,u,undocumented
224122944,2005,u,undocumented
224122945,2005,u,undocumented
224122946,2005,u,undocumented
224122947,2005,u,undocumented
224122948,2005,u,undocumented
224122949,2005,u,undocumented
224122950,2005,u,undocumented
224122951,2005,u,undocumented
224122952,2005,u,undocumented
224122953,2005,u,undocumented
224122954,2005,u,undocumented
224122955,2005,u,undocumented
224122956,2005,u,undocumented
224122957,2005,u,undocumented
224122958,2005,u,undocumented
224122959,2005,u,undocumented
224122960,2005,u,undocumented
224122961,2005,u,undocumented
224122962,2005,u,undocumented
224122963,2005,u,undocumented
224122964,2013,f,bill
224122965,2010,f,"bill, mate_compare"
224122992,2005,u,undocumented
224122993,2005,u,undocumented
224122994,2005,u,undocumented
224122995,2005,u,undocumented
224122996,2005,u,undocumented
224122997,2005,u,undocumented
224122998,2005,u,undocumented
224122999,2005,u,undocumented
224125001,2005,m,nest_observation
224125002,2005,u,undocumented
224125003,2005,m,nest_observation
224125004,2005,u,undocumented
224125005,2005,f,nest_observation
224125006,2005,u,undocumented
224125008,2005,m,nest_observation
224125009,2005,m,nest_observation
224125010,2005,f,nest_observation
224125011,2005,m,nest_observation
224125012,2005,m,nest_observation
224125013,2005,m,nest_observation
224125014,2005,f,nest_observation
224125015,2006,u,undocumented
224125016,2006,u,undocumented
224125017,2006,m,"bill, mate_compare"
224125018,2006,u,undocumented
224125019,2006,u,undocumented
224125020,2006,u,undocumented
224125021,2006,u,undocumented
224125022,2006,u,undocumented
224125023,2006,u,undocumented
224125024,2006,u,undocumented
224125025,2006,u,undocumented
224125026,2006,u,undocumented
224125027,2006,u,undocumented
224125028,2006,u,undocumented
224125029,2006,u,undocumented
224125031,2006,u,undocumented
224125032,2006,u,undocumented
224125033,2006,u,undocumented
224125034,2006,u,undocumented
224125035,2006,u,undocumented
224125036,2006,u,undocumented
224125037,2007,u,undocumented
224125038,2007,u,undocumented
224125039,2007,u,undocumented
224125040,2007,f,nest_observation
224125041,2007,f,nest_observation
224125042,2007,u,undocumented
224125043,2007,f,nest_observation
224125044,2006,u,undocumented
224125045,2006,u,undocumented
224125046,2006,u,undocumented
224125047,2006,u,undocumented
224125048,2006,u,undocumented
224125049,2006,f,"bill, mate_compare"
224125050,2006,u,undocumented
224125051,2006,u,undocumented
224125052,2007,m,nest_observation
224125053,2007,f,nest_observation
224125054,2007,u,undocumented
224125055,2007,m,nest_observation
224125056,2007,u,undocumented
224125057,2007,u,undocumented
224125058,2007,u,undocumented
224125059,2007,u,undocumented
224125060,2007,u,undocumented
224125061,2007,u,undocumented
224125062,2007,u,undocumented
224125063,2007,u,undocumented
224125064,2007,u,undocumented
224125065,2007,u,undocumented
224125066,2007,u,undocumented
224125067,2007,u,undocumented
224125068,2007,u,undocumented
224125069,2007,u,undocumented
224125070,2007,u,undocumented
224125072,2008,u,undocumented
224125073,2008,u,undocumented
224125074,2008,u,undocumented
224125075,2008,f,nest_observation
224125076,2008,f,nest_observation
224125077,2008,u,undocumented
224125078,2008,f,nest_observation
224125079,2008,f,nest_observation
224125080,2008,f,nest_observation
224125081,2007,u,undocumented
224125082,2007,u,undocumented
224125083,2007,u,undocumented
224125084,2007,u,undocumented
224125085,2007,u,undocumented
224125086,2007,f,nest_observation
224125089,2008,u,undocumented
224125090,2008,u,undocumented
224125091,2008,u,undocumented
224125092,2008,u,undocumented
224125093,2008,u,undocumented
224125094,2008,u,undocumented
224125095,2008,u,undocumented
224125096,2008,u,undocumented
224125097,2008,u,undocumented
224125098,2008,u,undocumented
224125099,2008,u,undocumented
224125100,2008,u,undocumented
224195901,2006,m,undocumented
224195902,2006,f,undocumented
224195903,2006,f,undocumented
224195904,2006,u,undocumented
224195905,2006,m,undocumented
224195906,2006,u,undocumented
224195907,2006,u,undocumented
224195908,2006,u,undocumented
224195909,2006,f,undocumented
224195910,2006,f,undocumented
224195911,2006,u,undocumented
224195912,2006,u,undocumented
224195913,2006,u,undocumented
224195914,2006,u,undocumented
224195915,2006,u,undocumented
224195916,2006,u,undocumented
224195917,2006,u,undocumented
224195918,2008,m,undocumented
224195919,2007,u,undocumented
224195922,2007,u,undocumented
224195923,2008,m,undocumented
224195924,2008,m,undocumented
224195926,2009,m,undocumented
225118818,2006,f,bill
225118819,2006,f,bill
225118820,2006,f,bill
225118821,2006,u,undocumented
225118822,2006,u,undocumented
225118823,2006,u,undocumented
225118824,2006,u,undocumented
225118825,2006,f,bill
225118826,2006,m,bill
225118827,2006,u,undocumented
225118828,2006,u,undocumented
225118829,2006,u,undocumented
225118830,2006,u,undocumented
225118831,2007,m,bill
225118832,2006,f,bill
225118833,2007,m,bill
225118834,2006,u,undocumented
225118835,2006,u,undocumented
225118836,2006,u,undocumented
225118837,2007,f,bill
225118838,2007,m,bill
225118839,2007,m,bill
225118840,2007,f,bill
225118845,2006,u,undocumented
225118846,2006,u,undocumented
225118847,2006,u,undocumented
225118848,2006,u,undocumented
225118849,2006,u,undocumented
225118850,2006,u,undocumented
225118851,2006,u,undocumented
225118852,2006,u,undocumented
225118853,2006,u,undocumented
225118854,2006,u,undocumented
225118855,2006,u,undocumented
225118856,2011,m,undocumented
225118857,2006,u,undocumented
225118858,2006,u,undocumented
225118859,2006,u,undocumented
225118860,2006,u,undocumented
225118861,2006,u,undocumented
225118862,2006,u,undocumented
225118863,2006,u,undocumented
225118864,2006,u,undocumented
225118865,2006,u,undocumented
225118866,2006,u,undocumented
225118867,2006,u,undocumented
225118868,2006,u,undocumented
225118869,2006,u,undocumented
225118870,2006,u,undocumented
225118871,2006,u,undocumented
225118872,2006,u,undocumented
225118873,2006,u,undocumented
225118874,2006,u,undocumented
225118875,2006,u,undocumented
225118876,2006,u,undocumented
225118877,2006,u,undocumented
225118878,2006,u,undocumented
225118880,2007,f,bill
225118886,2006,u,undocumented
225118887,2006,u,undocumented
225118888,2006,u,undocumented
225118889,2006,u,undocumented
225118890,2006,u,undocumented
225118891,2006,u,undocumented
225118892,2006,u,undocumented
225118893,2006,u,undocumented
225118894,2006,u,undocumented
225118895,2006,u,undocumented
225118896,2006,u,undocumented
225118897,2006,u,undocumented
225118898,2006,u,undocumented
225118921,2006,f,bill
225118922,2006,m,bill
225118923,2006,m,bill
225118925,2006,m,bill
225118926,2006,u,undocumented
225118927,2006,u,undocumented
225118928,2006,u,undocumented
225118929,2006,f,bill
225118930,2006,u,undocumented
225118931,2006,u,undocumented
225118932,2006,u,undocumented
225118933,2006,u,undocumented
225118934,2006,u,undocumented
225118935,2006,u,undocumented
225118936,2006,u,undocumented
225118937,2006,u,undocumented
225118938,2006,u,undocumented
225118939,2006,u,undocumented
225118940,2006,u,undocumented
225118941,2006,u,undocumented
225118942,2006,u,undocumented
225118950,2007,f,bill
225118951,2011,m,bill
225118952,2010,m,bill
225118953,2007,f,bill
225118954,2014,m,bill
225118955,2007,u,undocumented
225118956,2007,u,undocumented
225118957,2007,u,undocumented
225118958,2009,m,bill
225118959,2007,f,bill
225118960,2010,m,bill
225118961,2006,f,bill
225118962,2006,f,bill
225118963,2007,f,nest_record
225118964,2006,m,mate
225118965,2006,u,undocumented
225118966,2006,m,bill
225118967,2006,m,bill
225118968,2006,f,bill
225118969,2007,m,bill
225118970,2007,f,bill
225118971,2006,m,bill
225118972,2008,m,bill
225118973,2006,f,"bill, mate_compare"
225118974,2007,m,bill
225118975,2006,m,bill
225118976,2012,f,bill
225118977,2006,f,bill
225118978,2006,m,nest_record
225118979,2006,u,undocumented
225118980,2006,u,undocumented
225118981,2006,u,undocumented
225118982,2006,f,mate
225118983,2006,u,undocumented
225118984,2006,u,undocumented
225118985,2006,u,undocumented
225118986,2006,u,undocumented
225118987,2006,u,undocumented
225118988,2007,f,bill
225118989,2006,u,undocumented
225118990,2006,u,undocumented
225118991,2006,u,undocumented
225118992,2006,u,undocumented
225118993,2006,u,undocumented
225118994,2006,u,undocumented
225118995,2006,u,undocumented
225118996,2006,u,undocumented
225118997,2006,u,undocumented
225118998,2006,u,undocumented
225118999,2006,u,undocumented
225119000,2006,u,undocumented
225119001,2007,u,undocumented
225119002,2006,u,undocumented
225119003,2010,f,bill
225119004,2006,u,undocumented
225119005,2006,u,undocumented
225119006,2006,u,undocumented
225119007,2006,u,undocumented
225119008,2006,u,undocumented
225119009,2006,u,undocumented
225119010,2006,u,undocumented
225119011,2006,u,undocumented
225119012,2006,u,undocumented
225119013,2006,u,undocumented
225119014,2007,f,bill
225119015,2007,m,bill
225119016,2007,f,bill
225119017,2007,f,bill
225119018,2007,m,bill
225119019,2007,m,bill
225119020,2007,m,bill
225119021,2007,u,undocumented
225119022,2007,f,bill
225119023,2007,m,bill
225119024,2007,m,bill_mate
225119025,2007,m,bill
225119026,2007,f,bill
225119027,2007,m,bill
225119028,2007,u,undocumented
225119029,2007,m,plumage
225119030,2007,u,undocumented
225119031,2006,u,undocumented
225119032,2006,u,undocumented
225119033,2006,u,undocumented
225119034,2006,u,undocumented
225119035,2008,u,"conflicting_records, bill"
225119040,2007,u,undocumented
225119041,2006,u,undocumented
225119042,2006,u,undocumented
225119044,2006,u,undocumented
225119045,2006,u,undocumented
225119046,2006,u,undocumented
225119047,2006,u,undocumented
225119048,2006,u,undocumented
225119049,2006,u,undocumented
225119050,2011,m,undocumented
225119051,2006,u,undocumented
225119052,2006,u,undocumented
225119053,2006,u,undocumented
225119054,2006,u,undocumented
225119055,2006,u,undocumented
225119056,2006,u,undocumented
225119057,2006,u,undocumented
225119058,2006,u,undocumented
225119059,2006,u,undocumented
225119061,2006,u,undocumented
225119062,2006,f,bill
225119063,2006,u,undocumented
225119064,2006,u,undocumented
225119065,2006,u,undocumented
225119066,2006,u,undocumented
225119067,2006,u,undocumented
225119068,2006,u,undocumented
225119069,2006,u,undocumented
225119070,2006,u,undocumented
225119071,2006,u,undocumented
225119072,2007,f,bill
225119073,2006,u,undocumented
225119074,2006,u,undocumented
225119075,2006,u,undocumented
225119076,2006,u,undocumented
225119077,2006,u,undocumented
225119078,2006,u,undocumented
225119079,2006,u,undocumented
225119080,2006,u,undocumented
225119081,2006,u,undocumented
225119082,2006,u,undocumented
225119083,2006,u,undocumented
225119084,2006,u,undocumented
225119085,2006,u,undocumented
225119086,2006,u,undocumented
225119087,2006,u,undocumented
225119088,2006,u,undocumented
225119089,2006,u,undocumented
225119090,2006,u,undocumented
225119091,2006,u,undocumented
225119092,2006,u,undocumented
225119093,2006,u,undocumented
225119094,2006,u,undocumented
225119095,2006,u,undocumented
225119096,2006,u,undocumented
225119097,2006,u,undocumented
225119098,2006,u,undocumented
225119099,2006,u,undocumented
225119100,2006,u,undocumented
225119174,2013,u,undocumented
225119175,2013,u,undocumented
225119176,2013,u,undocumented
225119177,2013,u,undocumented
225119178,2013,u,undocumented
225119179,2013,u,undocumented
225119180,2013,u,undocumented
225119181,2013,u,undocumented
225119182,2013,u,undocumented
225119183,2013,u,undocumented
225119184,2014,u,undocumented
225119185,2014,u,undocumented
225119187,2014,u,undocumented
225119188,2014,u,undocumented
225119189,2014,u,undocumented
225119190,2014,u,undocumented
225119191,2014,u,undocumented
225119192,2014,u,undocumented
225119193,2014,u,undocumented
225119194,2014,u,undocumented
225119195,2014,u,undocumented
225119196,2013,u,undocumented
225119197,2013,u,undocumented
225119198,2013,u,undocumented
225119199,2013,u,undocumented
225119200,2014,u,undocumented
225119236,2007,u,undocumented
225119237,2007,u,undocumented
225119238,2007,u,undocumented
225119239,2007,u,undocumented
225119240,2007,u,undocumented
225119241,2007,u,undocumented
225119242,2007,u,undocumented
225119243,2007,u,undocumented
225119244,2007,u,undocumented
225119245,2007,u,undocumented
225119252,2010,f,bill
225119253,2007,u,undocumented
225119254,2007,u,undocumented
225119255,2007,u,undocumented
225119257,2007,u,undocumented
225119258,2007,u,undocumented
225119259,2012,u,undocumented
225119265,2010,u,undocumented
225119266,2010,u,undocumented
225119267,2010,m,bill
225119268,2010,u,undocumented
225119269,2010,m,plumage
225119270,2010,u,undocumented
225119271,2010,u,undocumented
225119272,2010,u,undocumented
225119273,2010,f,bill
225119274,2010,m,bill
225119275,2010,u,undocumented
225119276,2010,u,undocumented
225119277,2010,u,undocumented
225119278,2010,u,undocumented
225119279,2010,f,bill
225119280,2011,u,undocumented
225119281,2011,u,undocumented
225119282,2011,u,undocumented
225119283,2011,u,undocumented
225119284,2011,u,undocumented
225119285,2011,u,undocumented
225119286,2011,u,undocumented
225119287,2011,u,undocumented
225119288,2011,u,undocumented
225119289,2011,u,undocumented
225119290,2011,u,undocumented
225119291,2011,u,undocumented
225119292,2011,u,undocumented
225119293,2011,u,undocumented
225119294,2011,u,undocumented
225119295,2011,u,undocumented
225119296,2012,u,undocumented
225119297,2010,u,undocumented
225119298,2010,u,undocumented
225119299,2010,u,undocumented
225119300,2010,u,undocumented
225189001,2009,f,bill
225189002,2009,m,plumage
225189003,2009,u,undocumented
225189004,2009,u,undocumented
225189005,2009,u,undocumented
225189006,2009,u,undocumented
225189007,2009,m,bill
225189008,2009,u,undocumented
225189009,2009,u,undocumented
225189010,2009,u,undocumented
225189011,2009,u,undocumented
225189012,2009,f,bill
225189013,2009,f,bill
225189014,2009,u,undocumented
225189015,2009,u,undocumented
225189016,2009,u,undocumented
225189017,2009,u,undocumented
225189018,2009,u,undocumented
225189019,2009,u,undocumented
225189020,2009,u,undocumented
225189021,2009,u,undocumented
225189022,2009,u,undocumented
225189023,2009,u,undocumented
225189024,2009,u,undocumented
225189025,2009,m,plumage
225189026,2012,u,undocumented
225189027,2012,u,undocumented
225189028,2012,u,undocumented
225189029,2012,u,undocumented
225189030,2012,u,undocumented
225189033,2010,m,bill
225189034,2008,u,undocumented
225189035,2008,m,bill
225189036,2008,f,bill
225189037,2010,f,bill
225189038,2008,m,bill
225189039,2009,f,bill
225189040,2008,u,undocumented
225189041,2008,u,undocumented
225189042,2008,u,undocumented
225189043,2008,u,undocumented
225189044,2008,u,undocumented
225189045,2008,u,undocumented
225189046,2008,u,undocumented
225189047,2008,u,undocumented
225189048,2008,u,undocumented
225189049,2008,u,undocumented
225189050,2008,u,undocumented
225189051,2008,u,undocumented
225189052,2012,m,bill
225189053,2008,u,undocumented
225189054,2008,u,undocumented
225189055,2008,u,undocumented
225189056,2008,u,undocumented
225189057,2010,u,undocumented
225189058,2010,u,undocumented
225189059,2010,u,undocumented
225189060,2010,u,undocumented
225189061,2011,u,undocumented
225189062,2010,u,undocumented
225189063,2010,u,undocumented
225189064,2010,u,undocumented
225189065,2011,u,undocumented
225189066,2011,u,undocumented
225189067,2011,u,undocumented
225189068,2011,u,undocumented
225189069,2011,u,undocumented
225189070,2012,u,undocumented
225189071,2012,u,undocumented
225189072,2012,u,undocumented
225189073,2012,u,undocumented
225189074,2012,u,undocumented
225189075,2012,u,undocumented
225189076,2012,u,undocumented
225189077,2012,u,undocumented
225189078,2012,u,undocumented
225189079,2012,u,undocumented
225189080,2012,u,undocumented
225189081,2012,u,undocumented
225189082,2012,u,undocumented
225189083,2012,u,undocumented
225189084,2012,u,undocumented
225189085,2012,u,undocumented
225189086,2012,u,undocumented
225189087,2012,u,undocumented
225189088,2012,u,undocumented
225189089,2012,u,undocumented
225189090,2012,u,undocumented
225189091,2012,u,undocumented
225189092,2012,u,undocumented
225189093,2012,u,undocumented
225189094,2012,u,undocumented
225189095,2010,u,undocumented
225189096,2010,u,undocumented
225189097,2010,u,undocumented
225189098,2010,u,undocumented
225189099,2010,u,undocumented
225189100,2012,u,undocumented
225189206,2010,m,bill
225189207,2010,f,"bill, cloaca"
225189208,2011,u,"conflicting_records, bill"
225189209,2010,m,overall size
225189210,2010,f,overall size
225189211,2012,m,bill
225189212,2010,m,overall size
225189213,2010,f,bill
225189214,2010,f,bill
225189215,2010,m,bill
225189332,2007,f,bill
225189333,2007,u,undocumented
225189334,2010,u,undocumented
225189335,2007,u,undocumented
225189336,2007,u,undocumented
225189337,2007,u,undocumented
225189338,2007,u,undocumented
225189339,2007,u,undocumented
225189340,2007,u,undocumented
225189341,2007,u,undocumented
225189342,2007,u,undocumented
225189343,2007,u,undocumented
225189344,2007,u,undocumented
225189345,2007,u,undocumented
225189346,2007,u,undocumented
225189347,2007,m,bill
225189348,2008,u,undocumented
225189349,2008,u,undocumented
225189350,2008,u,undocumented
225189351,2008,u,undocumented
225189352,2008,u,undocumented
225189353,2008,u,undocumented
225189354,2008,u,undocumented
225189355,2008,u,undocumented
225189356,2008,u,undocumented
225189357,2008,u,undocumented
225189358,2008,u,undocumented
225189359,2008,u,undocumented
225189360,2008,f,bill
225189361,2008,u,undocumented
225189362,2008,u,undocumented
225189363,2008,m,bill
225189364,2008,u,undocumented
225189365,2008,u,undocumented
225189366,2008,u,undocumented
225189367,2010,u,undocumented
225189368,2008,u,undocumented
225189369,2008,m,plumage
225189370,2008,f,bill
225189371,2008,u,undocumented
225189372,2008,u,undocumented
225189373,2008,u,undocumented
225189374,2008,u,undocumented
225189375,2008,u,undocumented
225189376,2008,u,undocumented
225189377,2008,u,undocumented
225189378,2008,u,undocumented
225189379,2008,m,bill
225189380,2008,u,undocumented
225189381,2008,u,undocumented
225189382,2010,u,undocumented
225189383,2010,u,undocumented
225189384,2010,u,undocumented
225189385,2010,u,undocumented
225189386,2009,m,plumage
225189387,2009,f,plumage
225189388,2009,f,bill
225189389,2010,u,undocumented
225189391,2010,u,undocumented
225189392,2010,u,undocumented
225189393,2010,u,undocumented
225189394,2010,u,undocumented
225189395,2010,u,undocumented
225189396,2010,u,undocumented
225189397,2010,u,undocumented
225189398,2010,u,undocumented
225189399,2010,u,undocumented
225189400,2012,u,undocumented
225189401,2008,u,undocumented
225189402,2008,u,undocumented
225189403,2008,u,undocumented
225189404,2008,u,undocumented
225189405,2013,u,undocumented
225189406,2013,u,undocumented
225189407,2013,u,undocumented
225189408,2013,u,undocumented
225189409,2013,u,undocumented
225189410,2013,u,undocumented
225189411,2010,f,bill
225189412,2010,f,bill
225189413,2010,m,bill
225189414,2013,u,undocumented
225189415,2010,f,bill
225189494,2007,u,undocumented
225189495,2007,u,undocumented
225189496,2007,u,undocumented
225189497,2007,u,undocumented
225189498,2007,u,undocumented
225189499,2007,u,undocumented
225189500,2007,u,undocumented
225189544,2007,m,bill
225189545,2007,f,bill
225189546,2007,f,bill
225189548,2007,m,plumage
225189549,2007,m,bill
225189550,2007,u,undocumented
225189551,2007,u,undocumented
225189552,2007,u,undocumented
225189553,2007,u,undocumented
225189554,2007,u,undocumented
225189555,2007,u,undocumented
225189556,2007,f,bill
225189557,2007,u,undocumented
225189558,2007,m,bill
225189559,2007,u,undocumented
225189560,2007,u,undocumented
225189561,2007,m,bill
225189562,2007,m,plumage
225189563,2007,u,undocumented
225189564,2007,u,undocumented
225189565,2007,u,undocumented
225189566,2007,f,bill
225189567,2007,m,bill
225189568,2007,f,bill
225189569,2007,u,undocumented
225189570,2007,u,undocumented
225189571,2007,u,undocumented
225189572,2007,u,undocumented
225189573,2008,f,bill
225189574,2009,m,bill
225189575,2008,m,bill
225189576,2008,f,bill
225189577,2010,f,bill
225189578,2008,m,bill
225189579,2008,u,undocumented
225189580,2008,u,undocumented
225189581,2008,u,undocumented
225189582,2008,u,undocumented
225189583,2008,u,undocumented
225189584,2008,u,undocumented
225189585,2008,u,undocumented
225189586,2008,u,undocumented
225189587,2008,u,undocumented
225189588,2008,u,undocumented
225189589,2008,u,undocumented
225189590,2008,f,bill
225189591,2008,m,bill
225189592,2009,u,undocumented
225189593,2009,u,undocumented
225189594,2009,u,undocumented
225189595,2009,u,undocumented
225189596,2009,f,bill
225189597,2010,m,bill
225189598,2009,u,undocumented
225189599,2009,u,undocumented
225189600,2009,m,bill
225189602,2007,m,bill
225189603,2007,f,bill
225189604,2010,m,bill
225189605,2014,f,bill
225189606,2010,f,bill
225189607,2009,f,bill
225189608,2009,f,bill
225189609,2009,u,undocumented
225189610,2010,m,bill
225189611,2008,f,bill
225189612,2007,u,undocumented
225189613,2010,u,undocumented
225189614,2011,f,bill
225189615,2007,u,undocumented
225189616,2007,u,undocumented
225189617,2007,u,undocumented
225189618,2007,u,undocumented
225189619,2007,f,bill
225189620,2007,u,undocumented
225189621,2007,u,undocumented
225189622,2007,u,undocumented
225189623,2007,u,undocumented
225189624,2007,u,undocumented
225189625,2007,u,undocumented
225189626,2010,u,undocumented
225189627,2010,u,undocumented
225189628,2010,m,plumage
225189629,2010,f,bill
225189630,2010,m,bill
225189631,2010,u,undocumented
225189632,2010,u,undocumented
225189633,2010,u,undocumented
225189634,2010,u,undocumented
225189635,2010,u,undocumented
225189636,2010,u,undocumented
225189637,2010,u,undocumented
225189638,2010,u,undocumented
225189639,2010,u,undocumented
225189640,2010,u,undocumented
225189641,2010,u,undocumented
225189642,2010,f,bill
225189643,2010,f,bill
225189644,2011,f,bill
225189645,2010,m,bill
225189646,2012,u,undocumented
225189647,2012,u,undocumented
225189648,2012,u,undocumented
225189649,2012,u,undocumented
225189650,2012,u,undocumented
225189651,2012,u,undocumented
225189652,2012,u,undocumented
225189653,2012,u,undocumented
225189654,2012,u,undocumented
225189655,2012,u,undocumented
225189656,2012,u,undocumented
225189657,2011,u,undocumented
225189659,2010,m,bill
225189660,2010,m,bill
225189661,2010,u,undocumented
225189662,2010,u,undocumented
225189663,2010,u,undocumented
225189664,2010,u,undocumented
225189665,2010,u,undocumented
225189666,2010,u,undocumented
225189667,2010,u,undocumented
225189668,2010,u,undocumented
225189669,2010,u,undocumented
225189670,2006,u,undocumented
225189671,2006,u,undocumented
225189672,2010,u,undocumented
225189673,2006,u,undocumented
225189674,2006,u,undocumented
225189675,2006,u,undocumented
225189676,2006,u,undocumented
225189677,2006,u,undocumented
225189678,2006,u,undocumented
225189679,2006,u,undocumented
225189680,2006,u,undocumented
225189683,2006,u,undocumented
225189684,2006,u,undocumented
225189685,2006,u,undocumented
225189686,2006,u,undocumented
225189687,2006,u,undocumented
225189688,2006,u,undocumented
225189689,2006,u,undocumented
225189690,2006,u,undocumented
225189691,2006,u,undocumented
225189692,2006,u,undocumented
225189693,2006,u,undocumented
225189694,2006,u,undocumented
225189695,2006,u,undocumented
225189696,2006,u,undocumented
225189697,2006,u,undocumented
225189698,2006,u,undocumented
225189699,2006,u,undocumented
225189700,2006,u,undocumented
226198301,2008,u,undocumented
226198302,2008,u,undocumented
226198303,2008,u,undocumented
226198305,2008,u,undocumented
226198306,2008,u,undocumented
226198307,2008,u,undocumented
226198308,2008,u,undocumented
226198309,2008,u,undocumented
226198310,2008,u,undocumented
226198311,2008,u,undocumented
226198312,2008,u,undocumented
226198313,2008,u,undocumented
226198315,2009,u,undocumented
226198316,2009,m,nest_observation
226198317,2009,m,nest_observation
226198318,2009,m,nest_observation
226198319,2009,m,nest_observation
226198320,2009,m,nest_observation
226198325,2008,u,undocumented
226198347,2010,u,undocumented
226198348,2010,u,undocumented
226198349,2010,u,undocumented
226198350,2010,u,undocumented
226198351,2010,u,undocumented
226198352,2010,u,undocumented
226198353,2010,u,undocumented
226198354,2010,u,undocumented
226198355,2010,u,undocumented
226198356,2010,u,undocumented
226198357,2010,u,undocumented
226198358,2010,u,undocumented
226198359,2010,u,undocumented
226198360,2010,u,undocumented
226198361,2010,u,undocumented
226198362,2010,u,undocumented
226198363,2010,u,undocumented
226198364,2010,u,undocumented
226198365,2010,u,undocumented
226198366,2010,u,undocumented
226198367,2010,u,undocumented
226198368,2010,u,undocumented
226198369,2010,u,undocumented
226198370,2010,u,undocumented
226198371,2010,u,undocumented
226198372,2010,u,undocumented
226198373,2011,u,undocumented
226198374,2011,u,undocumented
226198375,2011,u,undocumented
226198376,2011,u,undocumented
226198377,2011,u,undocumented
226198378,2011,u,undocumented
226198379,2011,u,undocumented
228156107,2007,u,undocumented
228156108,2007,u,undocumented
228156109,2007,u,undocumented
228156110,2007,u,undocumented
228156111,2007,u,undocumented
228156112,2007,u,undocumented
228156113,2007,u,undocumented
228156114,2007,u,undocumented
228156115,2009,f,bill
228156116,2007,u,undocumented
228156117,2007,u,undocumented
228156118,2007,u,undocumented
228156119,2007,u,undocumented
228156120,2008,f,bill
228156121,2008,f,bill
228156122,2008,m,bill
228156123,2008,m,bill
228156124,2008,m,bill
228156125,2008,f,bill
228156126,2008,m,bill
228156127,2009,f,bill
228156128,2008,u,undocumented
228156129,2008,m,bill_mate
228156130,2008,f,bill
228156131,2008,m,bill
228156132,2008,u,undocumented
228156133,2008,u,undocumented
228156134,2008,u,undocumented
228156135,2008,u,undocumented
228156136,2008,m,bill
228156137,2010,u,undocumented
228156138,2009,m,plumage
228156139,2008,u,undocumented
228156140,2008,u,undocumented
228156141,2008,u,undocumented
228156142,2008,f,bill
228156143,2008,m,bill
228156144,2008,f,bill
228156145,2008,u,undocumented
228156146,2009,u,undocumented
228156147,2008,u,undocumented
228156148,2009,u,undocumented
228156149,2009,f,bill
228156150,2009,m,bill
228156151,2010,f,bill
228156152,2009,m,bill
228156153,2009,m,bill
228156154,2009,m,bill
228156155,2009,f,bill
228156156,2009,m,bill
228156157,2009,m,bill
228156158,2009,m,bill
228156159,2009,m,bill
228156160,2011,m,bill
228156161,2010,f,bill
228156162,2009,u,undocumented
228156163,2009,u,undocumented
228156164,2009,u,undocumented
228156165,2009,u,undocumented
228156166,2010,f,bill
228156167,2010,m,bill
228156168,2010,m,bill
228156169,2010,f,bill
228156170,2010,m,bill
228156171,2010,f,bill
228156172,2010,f,bill
228156173,2010,u,undocumented
228156174,2010,f,bill
228156175,2010,m,bill
228156176,2010,m,overall size
228156177,2009,u,undocumented
228156178,2009,u,undocumented
228156179,2009,u,undocumented
228156180,2009,u,undocumented
228156181,2010,f,bill
228156182,2010,u,undocumented
228156184,2010,f,bill
228156185,2011,f,bill
228156186,2010,u,undocumented
228156187,2010,u,undocumented
228156188,2010,u,undocumented
228156189,2010,u,undocumented
228156190,2010,u,undocumented
228156191,2009,u,undocumented
228156192,2009,u,undocumented
228156193,2009,u,undocumented
228156194,2009,u,undocumented
228156195,2009,u,undocumented
228156196,2008,u,undocumented
228156197,2008,u,undocumented
228156198,2008,m,bill
228156199,2007,u,undocumented
228156200,2010,m,bill
228156216,2008,f,overall size
228156217,2008,m,bill
228156218,2008,m,bill
228156219,2009,m,bill
228156220,2008,m,bill
228156221,2009,m,plumage
228156222,2009,m,bill
228156223,2009,f,bill
228156224,2012,m,bill
228156225,2011,m,bill
228156226,2009,f,bill
228156227,2009,u,undocumented
228156228,2010,f,nest_record
228156229,2009,f,bill
228156230,2009,f,bill
228156231,2009,u,undocumented
228156232,2009,u,undocumented
228156233,2014,m,bill
228156234,2009,f,bill
228156235,2009,u,undocumented
228156236,2009,u,undocumented
228156237,2009,u,undocumented
228156238,2009,u,undocumented
228156239,2009,f,bill
228156240,2009,u,undocumented
228156241,2009,u,undocumented
228156242,2009,u,undocumented
228156243,2009,u,undocumented
228156244,2014,m,bill
228156245,2009,m,bill
228156250,2010,f,bill
228156251,2010,m,bill
228156252,2010,f,bill
228156253,2010,m,bill
228156254,2010,m,bill
228156255,2010,m,bill
228156256,2010,f,bill
228156257,2010,f,bill
228156258,2010,m,bill
228156259,2010,f,bill
228156260,2011,u,undocumented
228156261,2011,u,undocumented
228156262,2011,u,undocumented
228156263,2011,u,undocumented
228156264,2011,u,undocumented
228156265,2011,u,undocumented
228156266,2011,u,undocumented
228156267,2011,u,undocumented
228156268,2011,u,undocumented
228156269,2011,u,undocumented
228156270,2011,u,undocumented
228156271,2011,u,undocumented
228156272,2011,u,undocumented
228156273,2011,u,undocumented
228156274,2011,u,undocumented
228156275,2012,u,undocumented
228156284,2012,u,undocumented
228156285,2012,u,undocumented
228156286,2012,u,undocumented
228156287,2012,u,undocumented
