id,Order,Suborder,Family,Subfamily,Genus,Species,Phylogenetic.taxon,Guild,Plant.species,Date,Fs,Tr,Plot,Repl,site.label,group,in.code,fl.fam,pl.code
270,Diptera,Brachycera,Lonchaeidae,sp,sp,sp,Lonchaeidae,herbivore,Arenaria tetraquetra subsp amabilis,20150723,h,w,14,7,h w 14,,loncsp,Caryophyllaceae,aretet
271,Hymenoptera,Parasitica,Braconidae,Cheloninae,Chelonus,spB,Chelonus,parasitoid,Arenaria tetraquetra subsp amabilis,20150723,h,w,14,7,h w 14,,chespb,Caryophyllaceae,aretet
272,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,cephalotes,Panurgus_cephalotes,pollinator,Leontodon boryi,20150723,h,w,14,7,h w 14,bee,pancep,Asteraceae,leobor
273,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Anthidium,montanum,Anthidium_montanum,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150716,h,w,12,5,h w 12,bee,antmon,Fabaceae,antvul
274,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Leucanthemopsis pectinata,20150723,s,o,13,7,s o 13,hoverfly,scaalb,Asteraceae,leupec
275,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Lampides,boeticus,Lampides_boeticus,pollinator,Sideritis glacialis,20150724,s,o,7,8,s o 7,butterfly,lamboe,Lamiaceae,sidgla
276,Lepidoptera,Rhopalocera,Pieridae,Pierinae,Pieris,rapae,Pieris_rapae,pollinator,Hormathophylla spinosa,20150710,s,a,5,3,s a 5,butterfly,pierap,Brassicaceae,horspi
277,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Polyommatus,icarus,Polyommatus,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,a,2,2,h a 2,butterfly,polica,Caryophyllaceae,aretet
278,Lepidoptera,Rhopalocera,Nymphalidae,Heliconiinae,Issoria,lathonia,Issoria_lathonia,pollinator,Leucanthemopsis pectinata,20150727,s,o,5,9,s o 5,butterfly,isslat,Asteraceae,leupec
279,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Polyomathus,belargus,Polyommatus,pollinator,Sideritis glacialis,20150709,h,o,8,2,h o 8,butterfly,polbel,Lamiaceae,sidgla
282,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,mitis granadae,Hoplitis_mitis,pollinator,Jasione amethystina,20150710,h,w,11,3,h w 11,bee,hopmit,Campanulaceae,jasame
283,Diptera,Nematocera,Sciaridae,sp,sp,sp,Sciaridae,scavenger,Arenaria tetraquetra subsp amabilis,20150709,h,w,11,2,h w 11,,sciasp,Caryophyllaceae,aretet
284,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150706,h,a,3,1,h a 3,bee,apimel,Caryophyllaceae,aretet
285,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,w,2,1,s w 2,bee,apimel,Brassicaceae,horspi
286,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,a,2,1,s a 2,bee,apimel,Brassicaceae,horspi
287,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,a,3,1,s a 3,bee,apimel,Brassicaceae,horspi
288,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150706,s,o,12,1,s o 12,bee,megpar,Fabaceae,antvul
289,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,a,9,1,s a 9,bee,apimel,Brassicaceae,horspi
290,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,w,9,1,s w 9,bee,apimel,Brassicaceae,horspi
291,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Jasione amethystina,20150706,h,w,7,1,h w 7,bee,apimel,Campanulaceae,jasame
292,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150706,h,w,7,1,h w 7,bee,apimel,Caryophyllaceae,aretet
293,Diptera,Brachycera,Bombyliidae,spB,spB,spB,Bombyliidae,pollinator,Jasione amethystina,20150706,h,w,13,1,h w 13,fly,bomspb,Campanulaceae,jasame
294,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150706,h,a,12,1,h a 12,bee,apimel,Caryophyllaceae,aretet
295,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150706,s,a,6,1,s a 6,hoverfly,eriten,Brassicaceae,horspi
296,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,w,6,1,s w 6,bee,apimel,Brassicaceae,horspi
297,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150706,s,a,12,1,s a 12,bee,apimel,Brassicaceae,horspi
298,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150706,s,o,12,1,s o 12,bee,megpar,Fabaceae,antvul
299,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150706,h,w,14,1,h w 14,fly,eriten,Caryophyllaceae,aretet
300,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150706,h,w,14,1,h w 14,bee,apimel,Caryophyllaceae,aretet
301,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150707,s,a,14,1,s a 14,bee,apimel,Brassicaceae,horspi
302,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Hormathophylla spinosa,20150707,s,w,14,1,s w 14,bumblebee,bomves,Brassicaceae,horspi
303,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150707,s,w,13,1,s w 13,bee,apimel,Brassicaceae,horspi
304,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150707,h,o,2,1,h o 2,bee,megpar,Fabaceae,antvul
305,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,Lasioglossum,pollinator,Jasione amethystina,20150707,s,o,4,1,s o 4,bee,lascup,Campanulaceae,jasame
306,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150707,s,w,4,1,s w 4,hoverfly,eriten,Brassicaceae,horspi
307,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Lotus corniculatus subsp glacialis,20150707,s,o,8,1,s o 8,hoverfly,scaalb,Fabaceae,lotcor
308,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,a,12,2,h a 12,bee,apimel,Caryophyllaceae,aretet
309,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150708,s,a,11,2,s a 11,bee,apimel,Brassicaceae,horspi
310,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,w,14,2,h w 14,bee,apimel,Caryophyllaceae,aretet
311,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,a,14,2,h a 14,bee,apimel,Caryophyllaceae,aretet
312,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,w,7,2,h w 7,hoverfly,eriten,Caryophyllaceae,aretet
313,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,a,7,2,h a 7,hoverfly,eriten,Caryophyllaceae,aretet
314,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,Lasioglossum,pollinator,Jasione amethystina,20150708,h,w,7,2,h w 7,bee,lascup,Campanulaceae,jasame
315,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,a,9,2,h a 9,bee,mgchsp,Caryophyllaceae,aretet
316,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Sideritis glacialis,20150708,h,w,9,2,h w 9,bee,mgchsp,Lamiaceae,sidgla
317,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Lampides,boeticus,Lampides_boeticus,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150708,h,w,1,2,h w 1,butterfly,lamboe,Fabaceae,antvul
318,Coleoptera,Polyphaga,Chrysomelidae,Galerucinae,Galeruca,sp,Galeruca,pollinator,Hormathophylla spinosa,20150708,s,w,10,2,s w 10,other,galesp,Brassicaceae,horspi
319,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150708,s,a,10,2,s a 10,bee,apimel,Brassicaceae,horspi
320,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150708,h,w,1,2,h w 1,bee,apimel,Caryophyllaceae,aretet
321,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150708,s,a,2,2,s a 2,hoverfly,eriten,Brassicaceae,horspi
322,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150708,s,w,2,2,s w 2,bee,apimel,Brassicaceae,horspi
323,Coleoptera,Polyphaga,Chrysomelidae,Galerucinae,Galeruca,sp,Galeruca,pollinator,Hormathophylla spinosa,20150708,s,a,1,2,s a 1,other,galesp,Brassicaceae,horspi
324,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150708,s,o,1,2,s o 1,bee,megpar,Fabaceae,antvul
325,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150708,s,w,13,2,s w 13,hoverfly,eriten,Brassicaceae,horspi
326,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150708,s,a,13,2,s a 13,bee,apimel,Brassicaceae,horspi
327,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,a,5,2,h a 5,hoverfly,eriten,Caryophyllaceae,aretet
328,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,w,5,2,h w 5,bee,apimel,Caryophyllaceae,aretet
329,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,a,4,2,s a 4,bee,apimel,Brassicaceae,horspi
330,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Jasione amethystina,20150709,h,w,6,2,h w 6,bumblebee,bomves,Campanulaceae,jasame
331,Hymenoptera,Aculeata,Colletidae,Colletinae,Colletes,schmidi,Colletes,pollinator,Jasione amethystina,20150709,h,w,6,2,h w 6,bee,colsch,Campanulaceae,jasame
332,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,w,6,2,h w 6,bee,apimel,Caryophyllaceae,aretet
333,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,w,9,2,s w 9,bee,apimel,Brassicaceae,horspi
334,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Lampides,boeticus,Lampides_boeticus,pollinator,Sideritis glacialis,20150717,s,w,7,7,s w 7,butterfly,lamboe,Lamiaceae,sidgla
335,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,a,9,2,s a 9,bee,apimel,Brassicaceae,horspi
336,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,w,9,2,s w 9,bee,apimel,Brassicaceae,horspi
337,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,w,14,2,s w 14,bee,apimel,Brassicaceae,horspi
338,Hymenoptera,Aculeata,Andrenidae,Andreninae,Andrena,ovatula,Andrena,pollinator,Hormathophylla spinosa,20150709,s,a,14,2,s a 14,bee,andova,Brassicaceae,horspi
339,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Lotus corniculatus subsp glacialis,20150709,s,o,14,2,s o 14,bee,mgchsp,Fabaceae,lotcor
340,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,w,11,2,h w 11,bee,apimel,Caryophyllaceae,aretet
341,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Jasione amethystina,20150709,h,w,11,2,h w 11,bee,mgchsp,Campanulaceae,jasame
342,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,a,3,2,h a 3,bee,apimel,Caryophyllaceae,aretet
343,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Arenaria tetraquetra subsp amabilis,20150709,h,w,3,2,h w 3,bee,bomves,Caryophyllaceae,aretet
344,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,Lasioglossum,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150709,h,o,3,2,h o 3,bee,lascup,Fabaceae,antvul
345,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,Lasioglossum,pollinator,Lotus corniculatus subsp glacialis,20150709,s,o,8,2,s o 8,bee,lascup,Fabaceae,lotcor
346,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150709,s,o,12,2,s o 12,bee,megpar,Fabaceae,antvul
347,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150709,s,w,12,2,s w 12,hoverfly,scaalb,Brassicaceae,horspi
348,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150709,s,a,7,2,s a 7,bee,apimel,Brassicaceae,horspi
349,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150710,s,a,10,3,s a 10,bee,apimel,Brassicaceae,horspi
350,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150710,s,w,2,3,s w 2,hoverfly,scaalb,Brassicaceae,horspi
351,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150710,s,a,1,3,s a 1,bee,apimel,Brassicaceae,horspi
352,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150710,s,o,1,3,s o 1,bee,megpar,Fabaceae,antvul
353,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150710,s,w,14,3,s w 14,bee,apimel,Brassicaceae,horspi
354,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150710,h,o,2,3,h o 2,bee,mgchsp,Fabaceae,antvul
355,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,mitis granadae,Hoplitis_mitis,pollinator,Jasione amethystina,20150710,h,w,11,3,h w 11,bee,hopmit,Campanulaceae,jasame
356,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150710,h,a,3,3,h a 3,bee,apimel,Caryophyllaceae,aretet
357,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Sideritis glacialis,20150710,h,w,9,3,h w 9,bee,mgchsp,Lamiaceae,sidgla
358,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150710,s,a,5,3,s a 5,hoverfly,scaalb,Brassicaceae,horspi
359,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150710,h,w,9,3,h w 9,bee,apimel,Caryophyllaceae,aretet
360,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150710,h,w,12,3,h w 12,bee,megpar,Fabaceae,antvul
361,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150711,s,w,12,3,s w 12,bee,apimel,Brassicaceae,horspi
362,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150711,h,w,13,3,h w 13,bee,apimel,Caryophyllaceae,aretet
363,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,Bombus_vestalis,pollinator,Arenaria tetraquetra subsp amabilis,20150711,h,w,13,3,h w 13,bumblebee,bomves,Caryophyllaceae,aretet
364,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150710,h,w,3,3,h w 3,bee,apimel,Caryophyllaceae,aretet
365,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150711,s,w,11,3,s w 11,hoverfly,scaalb,Brassicaceae,horspi
366,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,mitis granadae,Hoplitis_mitis,pollinator,Jasione amethystina,20150711,h,w,8,3,h w 8,bee,hopmit,Campanulaceae,jasame
367,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150711,h,w,8,3,h w 8,bee,apimel,Caryophyllaceae,aretet
368,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150711,s,w,6,3,s w 6,bee,megpar,Fabaceae,antvul
369,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150711,s,a,13,3,s a 13,bee,apimel,Brassicaceae,horspi
370,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150711,s,a,13,3,s a 13,bee,apimel,Brassicaceae,horspi
371,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150711,s,w,13,3,s w 13,bee,apimel,Brassicaceae,horspi
372,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150711,h,w,1,3,h w 1,bee,apimel,Caryophyllaceae,aretet
373,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Jasione amethystina,20150711,h,w,1,3,h w 1,hoverfly,scaalb,Campanulaceae,jasame
374,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150714,s,a,2,4,s a 2,bee,apimel,Brassicaceae,horspi
375,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150714,s,w,5,4,s w 5,bee,apimel,Brassicaceae,horspi
376,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150714,s,a,5,4,s a 5,bee,apimel,Brassicaceae,horspi
377,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150714,s,a,11,4,s a 11,bee,apimel,Brassicaceae,horspi
378,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150714,h,a,14,4,h a 14,hoverfly,eriten,Caryophyllaceae,aretet
379,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150714,h,w,14,4,h w 14,bee,apimel,Caryophyllaceae,aretet
380,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150714,h,a,2,4,h a 2,bee,apimel,Caryophyllaceae,aretet
381,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150714,h,w,12,4,h w 12,bee,apimel,Caryophyllaceae,aretet
382,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150715,s,o,9,4,s o 9,bee,megpar,Fabaceae,antvul
383,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150715,s,w,8,4,s w 8,bee,apimel,Brassicaceae,horspi
384,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150715,s,a,9,4,s a 9,hoverfly,eriten,Brassicaceae,horspi
385,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150715,h,w,11,4,h w 11,bee,apimel,Caryophyllaceae,aretet
386,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150715,h,a,1,4,h a 1,bee,apimel,Caryophyllaceae,aretet
387,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Arenaria tetraquetra subsp amabilis,20150715,h,w,1,4,h w 1,bee,apimel,Caryophyllaceae,aretet
388,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150711,h,w,1,3,h w 1,bee,mgchsp,Fabaceae,antvul
389,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Hormathophylla spinosa,20150715,s,w,14,4,s w 14,hoverfly,eriten,Brassicaceae,horspi
390,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,Megachile,pollinator,Lotus corniculatus subsp glacialis,20150715,s,w,14,4,s w 14,bee,megpar,Fabaceae,lotcor
391,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150715,s,a,14,4,s a 14,bee,apimel,Brassicaceae,horspi
392,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150715,h,a,6,4,h a 6,hoverfly,eriten,Caryophyllaceae,aretet
393,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,h,w,9,5,h w 9,bee,apimel,Lamiaceae,sidgla
394,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,h,w,9,5,h w 9,bee,apimel,Lamiaceae,sidgla
395,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,h,o,8,5,h o 8,bee,apimel,Lamiaceae,sidgla
396,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,h,o,8,5,h o 8,bee,apimel,Lamiaceae,sidgla
397,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150716,h,o,8,5,h o 8,bee,xylval,Fabaceae,antvul
398,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,Scaeva_albomaculata,pollinator,Hormathophylla spinosa,20150716,s,a,3,5,s a 3,hoverfly,scaalb,Brassicaceae,horspi
399,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Lotus corniculatus subsp glacialis,20150716,h,w,12,5,h w 12,bee,xylval,Fabaceae,lotcor
400,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,Eristalis_tenax,pollinator,Arenaria tetraquetra subsp amabilis,20150716,h,w,3,5,h w 3,hoverfly,eriten,Caryophyllaceae,aretet
401,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,h,w,9,5,h w 9,bee,apimel,Lamiaceae,sidgla
402,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,Xylocopa_valga,pollinator,Anthyllis vulneraria subsp pseudoarundana,20150716,h,w,14,5,h w 14,bee,xylval,Fabaceae,antvul
403,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150716,s,o,6,5,s o 6,bee,apimel,Lamiaceae,sidgla
404,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Hormathophylla spinosa,20150716,s,w,2,5,s w 2,bee,apimel,Brassicaceae,horspi
405,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,Megachile,pollinator,Jasione amethystina,20150716,s,w,2,5,s w 2,bee,mgchsp,Campanulaceae,jasame
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,Apis_mellifera,pollinator,Sideritis glacialis,20150717,s,o,7,5,s o 7,bee,apimel,Lamiaceae,sidgla
